round_epochs,loss,acc,val_loss,val_acc,activation,batch_size,dropout,emb_output_dims,epochs,last_activation,losses,lr,neurons,optimizer,shape,weight_regulizer
100,0.45332491397857666,0.7669270634651184,0.4416091740131378,0.7602428197860718,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.518709123134613,0.6979166865348816,0.4655551016330719,0.7389984726905823,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.44216087460517883,0.7864583134651184,0.44947969913482666,0.740515947341919,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.43644675612449646,0.779296875,0.4297865927219391,0.7617602348327637,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.01,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.6800575852394104,0.5852864384651184,0.6745088696479797,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6797383427619934,0.5852864384651184,0.6742638349533081,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.4795825779438019,0.7220051884651184,0.4926920235157013,0.7010622024536133,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.47728264331817627,0.7161458134651184,0.49413761496543884,0.7086494565010071,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.4759913384914398,0.7259114384651184,0.47961893677711487,0.6980273127555847,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.537601888179779,0.6686198115348816,0.49914929270744324,0.7056145668029785,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,5,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
100,0.6798041462898254,0.5852864384651184,0.6740925312042236,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,brick,None
100,0.6790042519569397,0.5852864384651184,0.6737412214279175,0.6084977388381958,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.gradient_descent.SGD'>,long_funnel,None
100,0.47400104999542236,0.7376301884651184,0.4903409779071808,0.6995447874069214,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.adam.Adam'>,brick,None
100,0.46455588936805725,0.7428385615348816,0.46846264600753784,0.7268588542938232,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.adam.Adam'>,long_funnel,None
100,0.4825528562068939,0.7272135615348816,0.5011419057846069,0.714719295501709,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,brick,None
100,0.48249125480651855,0.7200520634651184,0.4829913377761841,0.7010622024536133,<function relu at 0x7f0a1a59cdd0>,32,0.2,None,100,<function sigmoid at 0x7f0a1a5a0320>,<function binary_crossentropy at 0x7f0a1a8324d0>,0.001,15,<class 'keras.optimizer_v2.rmsprop.RMSprop'>,long_funnel,None
